publication,author,date,unit_deny_reason,reason,"note_on_sourcing:_i_got_this_information_through_a_request_to_the_tdcj_public_information_office,_received_10/14/2022.",year,month,day,state_arc
A RIGHTEOUS THIRST FOR VENGEANCE V1,"REMENDER, RICK",2022-05-09,"PGS 24, 52, 53, 54 SEXUALLY EXPLICIT IMAGES",PAGES 53 & 54 CONTAIN SEXUALLY EXPLICIT IMAGES,,2022,5,9,tx
A ROSE AMONG THORNS,"DASAINT, JIMMY",2011-09-28,"EASON D PAGES 60,61 RAPE",PGS 60 & 61 RAPE,,2011,9,28,tx
A ROSE AMONG THORNS 2,"DASAINT, JIMMY",2019-09-18,PG 156 RAPE,PAGE 156 CONTAINS GRAPHIC DEPICTION OF RAPE.,,2019,9,18,tx
A SAVAGE DOPE BOY 2 CLAP BACK,GHOST,2020-05-11,PAGE 68-71 INCEST BRO/SIS,AGES 68-71 INCEST BETWEEN BROTHER AND SISTER,,2020,5,11,tx
A SHADOW BORN OF EARTH: NEW PHOTOGRAPHY IN MEXICO,"FERRER, ELIZABETH",2006-06-27,REASON F,"PGS 16, 76 & 77 SEXUALLY EXPLICIT IMAGES",,2006,6,27,tx
A SHADOW IN THE CITY,"BOWDEN, CHARLES",2007-02-08,PAGES: 214 & 215 SEX MNR,PGS 214 & 215 SEX W/MINOR,,2007,2,8,tx
A SHOOTER'S AMBITION 2 THE WRATH OF MALAKI,"ALLEN, S.",2020-06-23,PAGE 156 INCEST FTR/DTR,PAGE 156 INCEST BETWEEN FATHER AND DAUGHTER,,2020,6,23,tx
A SHORT GUIDE TO A HAPPY LIFE,"QUINDLEN, ANNA",2009-04-24,PAGE 39 PICTURE OF A NUDE CHILD,PG 39 NUDE CHILD,,2009,4,24,tx
A SHORT HISTORY OF DRUNKENNESS,"FORSYTH, MARK",2020-12-04,PAGE 18 SEXUALLY EXPLICIT IMAGE,PAGE 18 CONTAINS A SEXUALLY EXPLICIT IMAGE,,2020,12,4,tx
A SISTER,"VIVES, BASTIEN",2021-09-29,"PAGES 133, 141, 160 SEX WITH MINORS PAGE 36 AGE","PAGES 133, 141 & 160 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,9,29,tx
A SPECIAL PLACE IN HELL,"BERRY-DEE, CHRISTOPHER",2021-10-06,"PAGES 35, 38, 39 INDECENCY WITH A CHILD",PAGES 35 & 39 CONTAINS INDECENCY WITH A CHILD,,2021,10,6,tx
A STAR FOR NOON,"PARKS, GORDON",2010-06-21,MAJORITY OF THE BOOK CONTAINS SEI,"PAGES: 20, 22, 26, 28 & 36 SEI",,2010,6,21,tx
A STEAMPUNK'S GUIDE TO THE APOCALYPSE,"KILLJOY, MARGARET",2012-12-18,PAGES 65-70 CONTAIN INFORMATION ON THE MANUFACTURE OF WEAPONS,PGS 65-70 MFG WPNS,,2012,12,18,tx
A STOLEN LIFE,"DUGARD, JAYCEE",2011-07-28,AGE 31 RAPE,PAGE: 31 RAPE,,2011,7,28,tx
A STRANGE KIND OF WOMAN V1,INU,2013-01-10,"PAGES 7, 9, 11, 13, 14, 17, 18, 21, 22 & FRONT COVER CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 7, 9, 11, 13, 14 & 17 SEXUALLY EXPLICIT IMAGES",,2013,1,10,tx
A STRANGER IN THE FAMILY,"NAIFEH, STEVEN",2007-04-09,PAGE: 23 SEX MNR AGE ON PAGE 16,PG 23 SEX W/MINOR; AGE ON PAGE 16,,2007,4,9,tx
A STREAK OF LUCK: LIFE & LEGEND OF THOMAS ALVE,"CONOT, ROBERT",2012-08-28,PAGE 16 OF INSERT AFTER PAGE 76 SEI,PAGE 16 OF INSERT FOLLOWING PAGE 76 CONTAINS SEXUALLY EXPLICIT IMAGE,,2012,8,28,tx
A STREET GIRL NAMED DESIRE,"BLUE, TREASURE",2007-08-28,PAGE: 131 RAPE,PG 131 RAPE,,2007,8,28,tx
A SUNDAY IN JUNE,"PERRY, PHYLLIS",2004-04-05,PAGES:165 & 167 SEX WITH A MINOR,PGS 165 & 167 SEX W/MINOR,,2004,4,5,tx
A SURVIVAL GUIDE FOR LANDLOCKED MERMAIDS,"DATZ, MARGOT",2012-12-05,"PGS. 31, 43, 51, 60, AND 67 CONTAINS SEXUALLY EXPLICIT IMAGES","PAGES: 44, 51, 60 & 67 SEXUALLY EXPLICIT IMAGES",,2012,12,5,tx
A TASTE OF HONEY,"COLEMAN, DARREN",2008-03-03,"PAGES: 3, 4 & 5 SEX MNR (AGE PG. 8)","PGS 3, 4 & 5 SEX W/MINOR (AGE PG 8)",,2008,3,3,tx
A THOUSAND SISTERS,"SHANNON, LISA",2009-12-16,AGE 70 CONTAINS RAPE OF A CHILD,PG 70 RAPE OF CHILD,,2009,12,16,tx
A THUG'S LIFE,"LONG, THOMAS",2006-04-11,PAGE: 200 RAPE,PG 200 RAPE,,2006,4,11,tx
A THUG'S LIFE,"LONG, THOMAS",2004-12-07,PAGE: 202 RAPE,PG 202 RAPE,,2004,12,7,tx
A TIME FOR MERCY,"GRISHAM, JOHN",2021-07-26,PAGES 535-536 RAPE OF MINOR PAGE 533 AGE,PAGES 535 & 536 CONTAIN INDECENCY WITH A CHILD,,2021,7,26,tx
A TIME FOR MERCY,"GRISHAM, JOHN",2020-10-16,PAGES 394-401 RAPE,PAGE 395 RAPE OF A MINOR AGE PAGE 394,,2020,10,16,tx
A TIME FOR MERCY (LARGE PRINT),"GRISHAM, JOHN",2021-01-22,PAGES 614-620 RAPE,PAGE 614 RAPE OF A MINOR,,2021,1,22,tx
A TIME TO BANG FOR FREEDOM,"PRECIADO-CRUZ, CESAR",2019-09-11,PAGES 1-90 STG RELATED MATERIAL,PGS 1-90 STG RELATED MATERIAL,,2019,9,11,tx
A TIME TO KILL,"GRISHAM, JOHN",2014-12-02,AGES 7-10 CONTAINS RAPE,PGS 7-10 RAPE,,2014,12,2,tx
A TIME TO KILL,"GRISHAM, JOHN",2019-01-03,PGS 2 & 4 RAPE OF MINOR (AGE PG 2),PGS 2 & 4 RAPE OF MINOR (AGE PG 2),,2019,1,3,tx
A TIME TO KILL,"GRISHAM, JOHN",2020-11-05,PAGES 1-3 RAPE,PAGES 2 & 3 RAPE OF A MINOR PAGE 2 AGE,,2020,11,5,tx
A TIME TO KILL (H),"GRISHAM, JOHN",2009-01-14,G.3-7 RAPE; PG.8 RCL,"PAGES 3-7 RAPE,",,2009,1,14,tx
A TO Z ENCYCLOPEDIA OF SERIAL KILLERS,"SCHECHTER, HAROLD",2020-11-13,PAGES 194-195 NECROPHILIA,PAGES 194-195 NECROPHILIA,,2020,11,13,tx
A TREACHEROUS HUSTLE,"HALL, SERENITI",2020-06-04,PAGES 34 & 35 SEX WITH A MINOR (AGE ON PG 34),PAGES 34 & 34 SEX WITH A MINOR (AGE ON PAGE 34),,2020,6,4,tx
A VISION FROM THE INSIDE,"LOPEZ, MOUSE",2021-05-19,PAGE 62 SEXUALLY EXPLICIT IMAGE,PAGE 62 SEXUALLY EXPLICIT IMAGE,,2021,5,19,tx
A VISUAL GUIDE TO THE HUMAN BODY,NONE,2020-12-11,PAGE 323 NUDE CHILD,PAGE 323 NUDE CHILD,,2020,12,11,tx
A VISUAL HISTORY OF ORAL PLEASURE,"BATTENBERG, RICHARD",2021-07-21,ENTIRE BOOK SEXUALLY EXPLICIT IMAGES,ENTIRE BOOK SEXUALLY EXPLICIT IMAGES,,2021,7,21,tx
A VOICE FROM THE TRENCHES,"STACY, TONY",2021-01-07,ENTIRE BOOK STG RELATED MATERIAL,FRONT AND BACK COVER CONTAIN SECURITY THREAT GROUP RELATED MATERIAL,,2021,1,7,tx
A WANTED WOMAN,"DICKEY, ERIC",2014-04-30,PAGE 60 RAPE,PG 60 RAPE,,2014,4,30,tx
A WINDOW ON AFRICA,"SILVESTER, HANS",2018-05-15,"PGS 25, 70, 82, 83, & 115 CONTAIN NUDE PICTURES OF CHILDREN","PGS 25, 70 & 82 CONTAIN IMAGES OF A NUDE CHILD",,2018,5,15,tx
A WISH OF MY SISTER,"ITOSUGI, MASAHIRO",2020-08-21,"AGES 6, 9, 10, 11, 13, 14 SEXUALLY EXPLICIT IMAGES","PAGES 5, 8, 11, 12, & 13 SEXUALLY EXPLICIT IMAGES",,2020,8,21,tx
A WITCH'S HALLOWEEN,"DUNWICH, GERINA",2010-10-28,PG.208 MFR OF ALCOHOL,PAGE: 208 MFG ALCOHOL,,2010,10,28,tx
A WITCHES BIBLE V1 THE SABBATS,"FARRAR, STEWART",2013-11-27,BETWEEN PAGES 96-97 SEXUALLY EXPLICIT IMAGES,"PHOTO INSERT: PAGES 2, 8, 9 & 11 CONTAIN SEXUALLY EXPLICIT IMAGES",,2013,11,27,tx
A WITCHES BIBLE V2 THE RITUALS,"FARRAR, STEWART",2013-04-18,"AGES 31,38,67 PAGES BETWEEN 84-85,134,180 CONTAIN SEXUALL EXPLICIT","PAGES 31, 38 & 67 SEXUALLY EXPLICIT IMAGS",,2013,4,18,tx
A WITCHES' BIBLE THE COMPLETE WITCHES' HANDBOOK,"FARRAR, JANET",2015-11-17,"AGE 67, 193, 212 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 67, 193 & 212 SEXUALLY EXPLICIT IMAGES",,2015,11,17,tx
A WOMAN SCORN'D,"GOINS, DOROTHY",2014-07-17,AGE 7 CONTAINS GRAPHIC DEPICTION OF RAPE.,PG 7 RAPE,,2014,7,17,tx
A WOMAN SCORNED,"WILLIAMS, ERICKA",2010-12-02,EASON D. PAGES 123 AND 124 DETAILED DESCRIPTION OF MAN MOLESTING A CH ILD. AGE ON PAGE 123.,PAGES: 123 & 124 INDECENCY WITH A CHILD,,2010,12,2,tx
A WOMAN'S WRATH,"CAMPBELL, DENISE",2007-04-16,PAGE 4- RAPE OF A CHILD (DAUGHTER) (AGE OF CHILD ON PAGE 1 & 8),PG 4 RAPE OF CHILD (AGE ON PG 1 & 8),,2007,4,16,tx
A WORLD HISTORY OF PHOTOGRAPHY,"ROSENBLUM, NAOMI",2016-12-07,"PAGES 216, 391, 430, 432, 434, 568, 605 CONTAIN SEXUALLY EXPLICIT","PGS 216, 391, 430, 432 & 434 SEXUALLY EXPLICIT IMAGES",,2016,12,7,tx
A YEAR IN PHOTOGRAPHY MAGNUM ARCHIVE,NONE,2021-03-11,"PAGES 28, 160, 350, 452 SEXUALLY EXPLICIT IMAGES",PAGE 28 NUDE CHILD; PAGE 160 SEXUALLY EXPLICIT IMAGES,,2021,3,11,tx
A YEAR INSIDE MS-13,"D'AUBUISSON, JUAN",2019-11-13,PAGES 2 & 3 STG,PGS 2 & 3 STG RELATED MATERIAL,,2019,11,13,tx
A.B.C. OF S.E.X.,"YIM, MIE",2020-02-27,PAGES 3-29 SEXUALLY EXPLICIT IMAGES,"PAGES 4,5 & 10 CONTAIN SEXUALLY EXPLICIT IMAGES",,2020,2,27,tx
A-Z OF ART WORLD'S GREATEST AND MOST POPULAR ARTIS,"HODGE, NICOLA",2003-03-28,"PAGES: 28, 131, 133, 239, 310 & 315 NUDE CHILDREN","PGS 28, 131, 133, 239, 310 & 315 NUDE CHILDREN",,2003,3,28,tx
A-Z WORLD DIRECTORY OF REVOLVERS PISTOLS & SUBMACH,"FOWLER, WILL",2012-05-15,PAGE 90 CONATAINS A BREAKDOWN OF A WEAPON,PG 90 BRK WPN,,2012,5,15,tx
AAA ROAD ATLAS 2013 CANADA UNITED STATES MEXICO,AAA,2013-04-23,EXAS MAP,"PAGES 108, 190 & 111 DETAILED MAP OF TEXAS",,2013,4,23,tx
AAPPL YEARBOOK OF PHOTOGRAPHY AND IMAGING V68,NONE,2008-04-14,PAGE: 158 NUD CHL,PG 158 NUDE CHILD,,2008,4,14,tx
ABANDONED TRUE STORY OF A LITTLE GIRL WHO DIDN'T,"PETERS, ANYA",2020-03-06,AGES 86-88 RAPE OF A MINOR,PAGES 86-88 INDECENCY WITH A CHILD,,2020,3,6,tx
"ABDUCTION, THE","GIMENEZ, MARK",2008-06-30,PAGES: 447 & 448 RAPE,PGS 447 & 448 RAPE,,2008,6,30,tx
"ABDUCTION, THE (P)","GIMENEZ, MARK",2015-03-11,REASON D: PAGES 453 & 454- RAPE,PGS 453 & 454 RAPE,,2015,3,11,tx
ABOUT MEN,"CHESLER, PHYLLIS",2019-09-25,PAGES 107 & 110 SEXUALLY EXPLICIT IMAGES,PAGE 107 CONTAINS SEXUALLY EXPLICIT IMAGES,,2019,9,25,tx
ABOVE,"MORLEY, ISLA",2015-07-09,PAGE 85 CONTAINS RAPE,PG 85 RAPE,,2015,7,9,tx
ABSINTHE HISTORY IN A BOTTLE,"CONRAD, BARNABY",2011-09-22,PAGES 5 & 100 SEXUALLY EXPLICIT IMAGES,PGS 5 & 100 SEXUALLY EXPLICIT IMAGES,,2011,9,22,tx
ABSOLUT SEQUEL,"LEWIS, RICHARD",2013-08-21,PAGES 65 & 72 SEXUALLY EXPLICIT IMAGES,PGS 65 & 72 SEXUALLY EXPLICIT IMAGES,,2013,8,21,tx
ABSOLUTE BOYFRIEND V1,"WATASE, YUU",2020-02-21,PAGE 30 INDECENCY WITH CHILD,PAGES: 30 INDECENCY WITH A CHILD,,2020,2,21,tx
ABSOLUTE BOYFRIEND V3,"WATASE, YUU",2021-05-24,PAGE 11 SEXUALLY EXPLICIT IMAGES,PAGE 11 CONTAINS SEXUALLY EXPLICIT IMAGES,,2021,5,24,tx
ABSOLUTE BOYFRIEND V6,"WATASE, YUU",2021-05-24,PAGES 16-19 INDECENCY WITH A CHILD; BC - HER AGE; V3 BC-HIS AGE,PAGES 16 - 19 CONTAINS INDECENCY WITH A CHILD,,2021,5,24,tx
ABSOLUTE DUO V4,"HIIRAGIBOSHI, TAKUMI",2019-12-20,"PAGES 8, 22, 28, 31 SEXUALLY EXPLICIT IMAGES","PAGES 8, 22, 28 & 31 CONTAIN SEXUALLY EXPLICIT IMAGES",,2019,12,20,tx
ABSOLUTE MAYHEM,"MAYHEM, MONICA",2015-07-27,"PAGES 6, 17 & 19 OF PHOTO INSERT SEXUALL EXPLICIT IMAGES","PGS 6, 17 & 19 OF PHOTO INSERT CONTAIN SEXUALLY EXPLICIT IMAGES",,2015,7,27,tx
ABSOLUTE ZERO V1,"DEWEY, RON",2021-10-04,"PAGES 11, 22, 45, 46, 69 SEXUALLY EXPLICIT IMAGES","PAGES 11, 45, 46, 69, 73 & 91 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,10,4,tx
"ABUSE OF INNOCENCE, THE","EBERLE, PAUL",2009-12-10,G.27 CONTAINS SEX MNR PG.77 CONTAINS SEX MNR.,PGS 27 & 77 SEX W/MINOR,,2009,12,10,tx
ABUSED BOYS,"HUNTER, MIC",2011-02-02,PAGES 216 217 INCEST FATHER/SON & PAGE 276 SEX WITH MINOR,PAGES: 216-217 INC FTR/SON PAGE: 276 SEX MNR,,2011,2,2,tx
ACADEMY OF LUST,"STRONG, JENNY",2010-08-19,"GS 57, 84, 110, 127, 167, 199, 252 & 256 CONTAIN SEXUALLY EXPLICIT IM AGES","PAGES: 57,84,110,1127,167,199,252 & 256 SEI",,2010,8,19,tx
"ACADEMY, THE","KNIGHT, ARABELLA",2014-05-02,G.149 SODOMY OF A MINOR ( PG.146 AGE OF MINOR 17),PG 149 INDECENCY WITH A CHILD,,2014,5,2,tx
ACCEL WORLD 23 KUROYUKIHIME'S CONFESSION,"KAWAHARA, REKI",2021-09-23,FRONT COVER PAGE 2 SEXUALLY EXPLICIT IMAGES,FRONT COVER AND PAGE 2 CONTAIN SEXUALLY EXPLICIT IMAGES,,2021,9,23,tx
ACCEL WORLD 3 TWILIGHT MARAUDER,"KAWAHARA, REKI",2015-03-31,PAGE 75 SEXUALLY EXPLICIT IMAGE,PG 75 SEXUALLY EXPLICIT IMAGE,,2015,3,31,tx
"ACCUSED MY FIGHT FOR TRUTH, JUSTICE & THE STRENGTH","CRAFT, TONYA",2016-04-25,PAGE 72 & 319 INDECENCY WITH A CHILD,PGS 72 & 319 IND W/CHILD,,2016,4,25,tx
ACE OF HEARTS BK1 DECK OF CARDZ,"HOLLOWAY, JEAN",2010-02-25,"PG. 11,CONTAINS NEC",PG 11 NEC,,2010,2,25,tx
ACHILLES,"COOK, ELIZABETH",2006-12-13,PAGES: 72 & 79 RAPE,PGS 72 & 79 RAPE,,2006,12,13,tx
ACID ROW,"WALTERS, MINETTE",2008-06-18,PAGES: 254 & 255 RAPE,PGS 254 & 255,,2008,6,18,tx
ACIS TRIPS AND CHEMISTRY,"CLOUD, CAM",2012-05-29,PAGES 87-121 CONTAINS THE MANUFACTURING OF DRUGS.,PAGES: 90-92 MANUFACTURE DRUGS,,2012,5,29,tx
"ACT LIKE A LADY QUESTIONABLE ADVICE, RIDICULOUS","KNIGHT, KELTIE",2020-12-11,PAGES 46 & 50 SEXUALLY EXPLICIT IMAGES,PAGES 46 & 50 SEXUALLY EXPLICIT IMAGES,,2020,12,11,tx
ACTION A BOOK ABOUT SEX,"SPIEGEL, AMY ROSE",2018-11-05,PAGE 97 SEXUALLY EXPLICIT IMAGE,PG 97 SEXUALLY EXPLICIT IMAGE,,2018,11,5,tx
ACTS OF FICTION,"CARPENTAR, SCOTT",2021-03-04,PAGES 45-47 SEXUALLY EXPLICIT IMAGES,PAGES 45-47 SEXUALLY EXPLICIT IMAGES,,2021,3,4,tx
ADAM THE MALE FIGURE IN ART,"LUCIE-SMITH, EDWARD",2016-05-05,"PGS 25, 106, 109, 126 & 177 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 25, 106, 109, 126 & 177 SEXUALLY EXPLICIT IMAGES",,2016,5,5,tx
"ADDERALL DIARIES, THE","ELLIOTT, STEPHEN",2016-04-05,PG. 58 CONTAINS PICTURE OF A NUDE CHILD,PG 58 NUDE CHILD,,2016,4,5,tx
ADDICT CHICK,"MEREDITH, AMANDA",2017-01-04,PGS 43-44 CONTAINS SEX WITH A MINOR AGE ON PAGE 44,PGS 43 & 44 SEX W/MINOR (AGE PG 44),,2017,1,4,tx
ADDICTED,ZANE,2002-03-29,PAGES: 270 & 271 SEXUAL ASSUALT OF CHILD,PGS 270 & 271 SEXUAL ASSAUALT OF CHILD,,2002,3,29,tx
ADDICTED,ZANE,2019-09-12,PGS 192 & 194 SEXUAL ASSAULT OF A CHILD,PGS 192 & 194 SEXUAL ASSAULT OF A CHILD,,2019,9,12,tx
ADDICTED TO A DIRTY SOUTH THUG 2,SHAN,2016-08-05,AGE 194 CONTAINS RAPE OF A MINOR,PG 194 RAPE,,2016,8,5,tx
ADRIFT,"CALLAHAN, STEVEN",2022-04-08,AGE 200-202 DISPLAYS ON HOW TO MAKE A SPEAR GUN (MFG WPN),,,2022,4,8,tx
"ADVANCED AIRBRUSH BOOK, THE","MISSTEAR, CECIL",2015-09-21,"AGES,32,55,58,SEXUALLY EXPLICIT IMAGE","PGS 32, 55 & 58 SEXUALLY EXPLICIT IMAGES",,2015,9,21,tx
ADVANCED BOXING,"SONDHI, RAKESH",2021-10-22,ENTIRE BOOK OFF/DEF FIGHT TECH,ENTIRE BOOK CONTAINS OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES,,2021,10,22,tx
ADVANCED BRAZILIAN JIU JITSU TECHNIQUES,"GARCIA, MARCELO",2012-11-29,ENTIRE BOOK - OFFENSIVE AND DEFENSIVE FIGHTING TECHNIQUES,ENTIRE BOOK OFF/DEF FIGHTING TECHQNIUES,,2012,11,29,tx
ADVANCED BUSH CRAFT,"CANTERBURY, DAVE",2018-07-06,AKING WEAPONS PAGES 184-186 MAKING BOWS PAGES 188-190 MAKING ARROWS,PGS 184 & 188 MFG WPN,,2018,7,6,tx
ADVANCED PERSISTANT THREAT HACKING,"WRIGHTSON, TYLER",2019-02-21,NTIRE BOOK RISK FOR ESCAPE & HOW TO OVERRIDE COMPUTER SYSTEMS,ENTIRE BOOK CONTAINS INFORMATION REGARDING HOW TO HACK COMPUTER SYSTEMS,,2019,2,21,tx
ADVANCED SPIRITUAL INTIMACY,"SOVATSKY, STUART",2015-07-01,GS. 181 & 184 CONTAIN SEI,PGS 181 & 184 SEXUALLY EXPLICIT IMAGES,,2015,7,1,tx
ADVENTURES OF LUCKY PIERRE,"COOVER, ROBERT",2008-01-14,PAGES: 36 & 37 IND CHL,PGS 36 & 37 IND W/CHILD,,2008,1,14,tx
"ADVENTUROUS BOYS HANDBOOK, THE","BRENNAN, STEPHEN",2013-12-04,"PGS 138-140MANUFACTURING OF A WEAPON, PG 143 FIGHTING TECHNIQUES",138 MFG WPN; 143 OFF/DEF FIGHTING TECH,,2013,12,4,tx
"AFFAIR, THE","BROOKE, AMANDA",2022-01-20,"PAGES 91-92, 119-120, 194, 345 SEX WITH MINOR; PAGE 111 AGE",PAGES 344 & 345 CONTAINS SEX WITH A MINOR (AGE PG 111),,2022,1,20,tx
AFRICAN CEREMONIES N1,"BECKWITH, CAROL",2008-08-11,REASON F,PG 90 NUDE CHILD,,2008,8,11,tx
AFRICAN CEREMONIES N2,"BECKWITH, CAROL",2008-08-11,REASON D,PG 20 NUDE CHILD,,2008,8,11,tx
AFRICAN ELEGANCE,"BLAUER, ETTAGALE",2006-01-20,REASON F,PG 108 NUDE CHILD,,2006,1,20,tx
AFRICAN EROTICA,"TOLEDANO, JOSEPH",2008-07-22,PAGE 160 CONTAINS PHOTOGRAPH OF A NUDE CHILD,PG 160 NUDE CHILD,,2008,7,22,tx
AFRICAN GIRLS,PHOTO ART LOVER,2021-08-31,FRONT COVER SEXUALLY EXPLICIT IMAGES,FRONT COVER SEXUALLY EXPLICIT IMAGE,,2021,8,31,tx
"AFRICAN ORIGINS, THE","ASHBY, MUATA",2016-06-16,"PGS 292, 437, 481, 482 & 483 SEXUALLY EXPLICIT IMAGES","PGS 292, 437, 481, 482 & 483 SEXUALLY EXPLICIT IMAGES",,2016,6,16,tx
AFRICAN SLEEPING SICKNESS,"COLEMAN, WANDA",2001-07-23,PAGE: 162 IND CHL,PG 162 IND W/CHILD,,2001,7,23,tx
AFRICAN VISIONS: DIARY OF AN AFRICAN PHOTOGRAPHER,"RICCIARDI, MIRELLA",2007-03-28,"REASON F PAGES: 125, 130, 248 & 252 NUD CHL","PGS 125, 130, 248 & 252 NUDE CHILD",,2007,3,28,tx
AFRODITA,"ALLENDE, ISABEL",2020-12-11,"PAGES 31, 40, 194, 196, 204 SEXUALLY EXPLICIT IMAGES","PAGES 196, 204, 207 & 209 SEXUALLY EXPLICIT IMAGES",,2020,12,11,tx
AFTER ALL...,"TRAUTMAN, MARIA",2022-02-01,PAGES 36-39 RAPE OF MINOR,PAGES 37 & 38 CONTAIN RAPE OF A CHILD (AGE PG 39),,2022,2,1,tx
AFTER ETAN,"COHEN, LISA",2011-09-14,PAGE 191 CONTAINS INDECENCY WITH A CHILD,PG 191 IND W/CHILD,,2011,9,14,tx
AFTER SCHOOL BITCHCRAFT 1,"SHIMIZU, YU",2020-07-21,"PAGES 37, 39 & 56 SEXUALLY EXPLICIT IMAGES","PAGES 37, 39 & 56 CONTAIN SEXUALLY EXPLICIT IMAGES",,2020,7,21,tx
AFTER SILENCE,"RAINE, NANCY",2019-12-02,PAGE 133 BEASTIALITY,,,2019,12,2,tx
AFTER THE DARKNESS,"BAGSHAWE, TILLY",2012-08-28,PAGE 195 CONTAINS RAPE,PG 195 RAPE,,2012,8,28,tx
AFTER THE FIRE,"HILL, WILL",2019-03-19,PGS 189-192 SEXUAL BEHAVIOR W/MINOR (AGE PG 193),PGS 189-192 IND W/CHILD,,2019,3,19,tx
AFTER-HOURS GIRLS,"FRAZIER, GEAVONNIE",2008-11-13,AGE 14 CONTAINS SEX WITH AMINOR AGE 16,PG 14 SEX W/MINOR; AGE ON PG 16,,2008,11,13,tx
AFTERBURN,ZANE,2005-03-14,PAGE: 17 SEX/MNR,PG 17 SEX W/MINOR,,2005,3,14,tx
AFTERGLOW MORE STORIES OF THE LESBIAN DESIRE,"BARBER, KAREN",2017-02-01,EASONS F: FRONT AND BACK COVER CONTAINS SEXUALLY EXPLICIT IMAGES,FC/BC SEXUALLY EXPLICIT IMAGES,,2017,2,1,tx
AGAINST ALL ODDS,"RAYSOR, DESTINY",2018-01-09,PG. 43 AGE OF MINOR PG. 76 RAPE OF A MINOR,,,2018,1,9,tx
"AGAINST OUR WILL: MEN, WOMEN AND RAPE","BROWNMILLER, SUSAN",2000-04-18,"PAGES: 221, 286, 290, 303, 307, 291 & 292 RAPE","PGS 221, 286, 290, 291, 292, 303 & 307 RAPE",,2000,4,18,tx
AGAINST THE WIND,"FREEDMAN, J. F.",2011-02-18,"GS 24,25,82,83,257 AND 419 CONTAINS RAPE","PAGES: 24, 25, 82, 83, 257 & 419 RAPE",,2011,2,18,tx
AGAINST THE WIND,"FREEDMAN, J. F.",2008-07-28,PAGES 15-16 CONTAIN RAPE,PGS 15 & 16 RAPE,,2008,7,28,tx
AGAINST THEIR WILL: SADISTIC KIDNAPPERS AND THE,"CAWTHORNE, NIGEL",2012-12-12,PAGES 134 & 151 DESCRIBES SEX WITH A MINOR,PAGES 134 & 151 INDECENCY WITH A CHILD,,2012,12,12,tx
AGE OF DARKNESS V3,"BRUSHA, JOE",2014-10-14,"PGS 10,13,&14 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 10, 13 & 14 SEXUALLY EXPLICIT IMAGES",,2014,10,14,tx
AGE OF DARKNESS V5,"BRUSHA, JOE",2015-06-18,PAGE 38 SEXUALLY EXPLICIT IMAGES,PG 38 SEXUALLY EXPLICIT IMAGES,,2015,6,18,tx
AGGRAVATED,"SIROIS, MICHEAL",2021-05-05,PAGE 15 INDECENCY WITH A CHILD,PAGE 15 INDECENCY WITH A CHILD,,2021,5,5,tx
AGGRESSIVE DEFENSE,"CHRISTIAN, DAVID",2022-08-23,NTIRE BOOK OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES,ENTIRE BOOK CONTAINS OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES,,2022,8,23,tx
AGRIPPINA,"BRETECHER, CLAIRE",2021-04-21,PAGE 22 SEXUALLY EXPLICIT IMAGE,PAGE 22 SEXUALLY EXPLICIT IMAGE,,2021,4,21,tx
AGUA PARA ELEFANTES,"GRUEN, SARA",2012-03-09,PAGE: 205 SEXUALLY EXPLICT PHOTO,PG 205 SEXUALLY EXPLICIT IMAGE,,2012,3,9,tx
AI WEIWEI BEIJING PHOTOGRAPHS 1993-2003,"WEIWEI, AL",2019-12-27,AGES 108 AND 111 CONTAIN SEXUALLY EXPLICIT IMAGES,PAGE 108 CONTAINS SEXUALLY EXPLICIT IMAGES,,2019,12,27,tx
AI YORI AOSHI N1,"FUMIZUKI, KOU",2008-11-19,PAGES: 184 & 197 CONTAINS SEXUALLY EXPLICIT IMAGES,PGS 184 & 197 SEXUALLY EXPLICIT IMAGES,,2008,11,19,tx
AI YORI AOSHI N1-3 COLLECTION,"FUMIZUKI, KOU",2009-01-14,"PGS 184, 197, 248, 303, 382 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 184, 197, 248, 303 & 382 SEXUALLY EXPLICIT IMAGES",,2009,1,14,tx
AI YORI AOSHI N2,"FUMIZUKI, KOU",2008-11-19,"PAGES: 26, 81 CONTAIN SEXUALLY EXPLICIT IMAGES",PGS 26 & 81 SEXUALLY EXPLICIT IMAGES,,2008,11,19,tx
AI YORI AOSHI N3,"FUMIZUKI, KOU",2014-06-03,PAGE 66 CONTAINS SEXUALLY EXPLICIT IMAGE,PG 66 SEXUALLY EXPLICIT IMAGE,,2014,6,3,tx
AIDS,"CRIMP, DOUGLAS",2017-08-22,GS.260-263 CONTAINS SEXUALLY EXPLICIT IMAGES,PGS 261 & 263 SEXUALLY EXPLICIT IMAGES,,2017,8,22,tx
